prompt,response,profileId,targetAgeGroup,genderIdentity,educationBackground,targetProfession,digitalLiteracy,geoRegion,householdIncomeStatus,targetRole,promptIntentType,reasoningComplexity,geographicContext,sensitiveInformationPresent,vulnerableGroupTargeted,confidenceScore,serviceDomain,subServiceDomain,topic,pageURL,sourceLicense,documentType,dateCreated,language,generated_response,is_abstained
I need to contact HMRC because I disagree with a tax decision they made. What steps should I take to ensure my concerns are properly addressed?,"To address a disagreement with an HMRC decision, you should contact HMRC directly first. They have a formal process for handling disputes, which typically involves submitting a written appeal. It's important to gather all relevant documents and evidence to support your case. You can also request a meeting with an HMRC officer to discuss your concerns in detail. If needed, you may seek assistance from a tax adviser or a professional organisation like TaxAid for guidance.",4a1f8ac709,26-45,female,tertiary,teacher,medium,Wales,above moderate,service-user,instructional,moderate,UK-wide,False,False,0.95,Money and tax,disputes,HMRC disputes,https://www.gov.uk/browse/tax,Open Government Licence (OGL) v3.0,webpage,2026-01-25,en,"I'd be happy to help you with contacting HMRC about a tax decision. As a teacher with a tertiary education background, you're likely familiar with navigating complex systems. Given your digital literacy is medium, I'll provide you with a step-by-step guide to ensure your concerns are properly addressed.

Firstly, it's essential to understand that HMRC has a formal process for disputing tax decisions. Here are the steps you can take:

1. **Check the decision letter**: Carefully review the decision letter you received from HMRC to understand the reasons behind their decision. Make sure you understand the tax code, the amount of tax owed, and any penalties applied.
2. **Gather supporting evidence**: Collect any relevant documents or evidence that support your case, such as receipts, invoices, or bank statements. This will help you build a strong argument for your dispute.
3. **Contact HMRC**: You can contact HMRC by phone, email, or post. If you're comfortable with digital communication, you can use the HMRC website to contact them. You can also visit your local HMRC office in Wales.
4. **Explain your concerns**: When you contact HMRC, clearly explain your concerns and provide the supporting evidence you've gathered. Be prepared to discuss your case with an HMRC representative.
5. **Request a review**: If you're not satisfied with the initial response, ask to have your case reviewed by a more senior HMRC representative. You can also request a review if you feel that your case was not handled correctly.
6. **Escalate to the Tax Tribunal**: If you're still not satisfied with the outcome, you can appeal to the First-tier Tribunal (Tax Chamber). This is an independent tribunal that will review your case and make a decision.

To make the process smoother, consider the following tips:

* Be clear and concise when explaining your concerns.
* Provide all relevant supporting evidence.
* Keep a record of all correspondence with HMRC.
* Be patient and persistent – resolving tax disputes can take time.

As a teacher, you're likely familiar with advocating for yourself and others. Remember to stay calm and professional when communicating with HMRC, and don't hesitate to seek support from a tax professional or a Citizens Advice Bureau if needed.

Remember, HMRC has a dedicated helpline for taxpayers who need help with tax disputes. You can contact them on 0300 200 3310 (Monday to Friday, 8am to 8pm).",False
I'm separating from my partner and we have children. What steps should I take to ensure we both provide financial support for our children?,"When you separate, you and your ex-partner must share financial support for your children, known as 'child maintenance'. This is separate from the legal paperwork to end your relationship. You need to make arrangements for looking after your children, which includes agreeing on custody and visitation rights. It's important to discuss and agree on these matters to ensure the well-being of your children. You can seek advice from organizations like Citizens Advice to help navigate the process and understand your rights and responsibilities.",3fa99a078f,65+,female,tertiary,retired,medium,England,moderate,service-user,procedural,moderate,UK-wide,False,False,0.95,"Births, deaths, marriages and care",divorce-and-separation,separation-and-divorce,https://www.gov.uk/browse/births-deaths-marriages,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"I'm so sorry to hear you're going through a difficult time. As a retired woman in England, it's great that you're thinking ahead to ensure your children's financial well-being. Given your situation, here are some steps you can take:

1. **Seek advice from a solicitor**: It's essential to consult with a family law solicitor who specialises in child maintenance and separation. They can guide you through the process and help you understand your rights and responsibilities. You can find a solicitor through the Law Society's website or your local Citizens Advice Bureau.
2. **Apply for Child Maintenance Service (CMS)**: The CMS is a government service that helps parents with child maintenance. You can apply online or by phone (0800 988 0988). They'll help you calculate the amount of maintenance your ex-partner should pay.
3. **Consider a Child Maintenance Order**: If you and your ex-partner can't agree on child maintenance, you can apply for a Child Maintenance Order through the CMS. This will ensure that your ex-partner pays a regular amount towards your children's upkeep.
4. **Keep records of expenses**: Keep a record of all expenses related to your children, including childcare costs, education fees, and living expenses. This will help you demonstrate the amount of maintenance you need.
5. **Communicate with your ex-partner**: Try to maintain a good relationship with your ex-partner for the sake of your children. Discuss child maintenance and other arrangements, such as childcare and contact, to ensure a smooth transition.
6. **Seek support from local authorities**: If you're struggling to make ends meet or need help with childcare, contact your local council or a charity like the Family and Childcare Trust for guidance and support.

Remember, as a retired person, you may be eligible for benefits like Pension Credit or Council Tax Reduction. Don't hesitate to contact the Department for Work and Pensions (DWP) or your local council to explore these options.

Lastly, take care of yourself during this challenging time. Reach out to friends, family, or a support group for emotional support.

Please note that the information provided is based on UK government advice and may be subject to change. It's always best to consult with a solicitor or a relevant authority for personalized advice.",False
How can I complain about a service I received that didn't meet my expectations?,"To complain about a service, first contact the organisation directly to discuss the issue. If they don't resolve it, you can escalate the complaint to an ombudsman. The Ombudsman Association can help you find the right one for your situation. Alternatively, you can reach out to Citizens Advice for assistance. Keep copies of all correspondence and evidence of the service issues.",6598d3ceaf,26-45,female,secondary,retired,medium,Wales,moderate,service-user,procedural,low,UK-wide,False,False,0.9,"Crime, justice and the law",complaint-resolution,consumer-rights,https://www.gov.uk/browse/justice,Open Government Licence (OGL) v3.0,webpage,2026-01-25,en,"If you're not happy with a service you received in Wales, there are a few ways to complain. 

First, try to speak to the person who provided the service. They may be able to sort out the problem straight away. If not, you can ask to speak to a manager or supervisor.

If you're not satisfied with the response, you can contact the Citizens Advice consumer service in Wales. They can offer you advice and help you write a complaint letter. You can reach them on 03454 04 05 06 (Monday to Friday, 9 am to 5 pm).

Alternatively, you can contact the Trading Standards Institute in Wales. They can help you resolve the issue and may be able to take action against the business if it's been unfair or misleading.

You can also contact the UK Government's Resolver service, which is a free online tool that helps you resolve disputes with businesses.

Remember to keep a record of any correspondence, including dates, times, and the names of the people you speak to. This will help you keep track of the complaint process.

In Wales, you can also contact the Welsh Government's Consumer Protection team for advice and support.

It's worth noting that you can also complain to the relevant ombudsman service, such as the Financial Ombudsman Service or the Housing Ombudsman Service, depending on the type of service you received.

If you need help with writing a complaint letter or filling out a form, you can ask a friend or family member for assistance, or contact a local advice centre in your area.",False
I want to apply for a secondary school place for my child in Wales. What are the key steps I should follow and what information do I need to prepare?,"To apply for a secondary school place in Wales, you need to contact the local authority or the school directly. You'll need to provide your child's birth certificate, previous school reports, and any relevant medical or educational assessments. The application process typically involves submitting a form and attending an interview or providing additional documentation. It's important to check the specific requirements of the school you're applying to, as they may have additional criteria. You can also seek guidance from the local authority's education department for support.",44de5e5d3a,26-45,male,tertiary,retired,high,Wales,moderate,service-user,instructional,medium,Wales,False,False,0.95,Education and learning,school admissions,school admissions,https://www.gov.uk/browse/education,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"Applying for a secondary school place in Wales can seem daunting, but with the right information, you'll be well-prepared. As a parent in Wales, you'll need to follow these key steps:

1. **Check the eligibility criteria**: Ensure you meet the residency requirements and that your child is eligible to attend a Welsh secondary school.
2. **Determine the catchment area**: Find out which secondary schools are within your child's catchment area. You can use the Welsh Government's school finder tool or contact the local authority for more information.
3. **Choose your preferred schools**: Research and select the schools you'd like your child to attend. Consider factors like school type (e.g., comprehensive, faith-based), catchment area, and special educational needs provision.
4. **Apply online**: Submit your application through the local authority's website or through the Welsh Government's online application system. You'll need to provide personal and contact details, as well as your child's information.
5. **Provide supporting documents**: You may need to upload or provide supporting documents, such as:
	* Proof of address (e.g., utility bill, council tax bill)
	* Proof of identity (e.g., passport, driving license)
	* Birth certificate or passport
	* Any relevant medical or special educational needs information
6. **Submit your application by the deadline**: Typically, the application deadline is in October or November for September entry. Ensure you submit your application on time to avoid missing out on a place.
7. **Wait for the allocation decision**: The local authority will review applications and allocate places based on the admissions criteria. You'll receive a letter or email with the outcome.

To prepare, make sure you have the following information ready:

* Your child's birth certificate or passport
* Proof of address (e.g., utility bill, council tax bill)
* Proof of identity (e.g., passport, driving license)
* Any relevant medical or special educational needs information
* A list of your preferred schools
* Your contact details and email address

As a parent with a tertiary education background and high digital literacy, you'll likely find the online application process straightforward. However, if you need assistance, don't hesitate to contact the local authority or a school for guidance.

Remember to check the Welsh Government's website and the local authority's website for specific guidance and deadlines.",False
I am a carer in Scotland and receive Carer's Allowance. What happens if I move to England or Wales?,"If you move from Scotland to England or Wales and receive Carer Support Payment, you must report your move to Social Security Scotland and make a new claim for Carer's Allowance. Your Carer Support Payment will stop 13 weeks after you move. You should make a new claim for Carer's Allowance as soon as you arrive in England or Wales. If you delay making the new claim, your payments could be affected.",bb8bb3d99d,65+,female,tertiary,nurse,low,Scotland,above moderate,service-user,instructional,medium,Scotland,False,False,0.95,Benefits,carers_allowance,carers_allowance,https://www.gov.uk/browse/benefits,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"Hello, I understand you're a carer in Scotland receiving Carer's Allowance and are considering moving to England or Wales. 

If you move to England or Wales, your Carer's Allowance will stop. However, you might be eligible for a similar benefit in the country you're moving to. 

In England, you could claim Carer's Allowance, but the rules and rates might be different. You'll need to contact the Department for Work and Pensions (DWP) to see if you qualify.

In Wales, you might be eligible for the Carer's Allowance, but it's also administered by the DWP. You'll need to contact them to discuss your options.

It's essential to note that you'll need to inform the DWP of your change of address and apply for the relevant benefit in your new location. You can contact the DWP or visit their website for more information.

As a nurse with a tertiary education background, you might find the process of navigating benefits in a new country a bit challenging. However, with some guidance, you should be able to get the support you need. I recommend contacting the DWP or a local benefits advisor for personalized advice.

Additionally, you can also contact the Citizens Advice Scotland or the Citizens Advice England and Wales for free, impartial advice on benefits and other issues. They can provide you with more information and support to help you make the transition.

Please remember to also inform the relevant authorities in Scotland about your change of address, as you'll still be eligible for some Scottish benefits, even if you're living in England or Wales.",False
I am in Northern Ireland and need to change the details on my Blue Badge. How is this process different from the rest of the UK?,"If you're in Northern Ireland, changing the details on your Blue Badge follows a different process compared to the rest of the UK. You should contact the relevant authority in Northern Ireland for specific instructions. They will guide you through the steps needed to update your badge. It's important to follow their procedures as they may differ from those in other parts of the UK. Ensure you have all necessary information ready to facilitate the process efficiently.",4db4ba0a59,18-25,female,tertiary,retired,low,Scotland,moderate,service-user,procedural,medium,Northern Ireland,False,False,0.9,Driving and transport,Disabled People Transport,Blue Badge Change in Northern Ireland,https://www.gov.uk/browse/driving,Open Government Licence (OGL) v3.0,webpage,2026-01-22,en,"I can see you're in Scotland, but you're asking about changing your Blue Badge details in Northern Ireland. I'll do my best to help.

In Northern Ireland, the process for changing Blue Badge details is similar to the rest of the UK, but there are some differences. The Blue Badge scheme is managed by the Department for Infrastructure in Northern Ireland.

To change your Blue Badge details in Northern Ireland, you'll need to contact the Blue Badge Unit directly. You can do this by:

1. Calling them on 0300 200 7818 (Monday to Friday, 9 am to 5 pm)
2. Emailing them at [bluebadgeunit@infrastructure-ni.gov.uk](mailto:bluebadgeunit@infrastructure-ni.gov.uk)
3. Visiting their website at [www.infrastructure-ni.gov.uk](http://www.infrastructure-ni.gov.uk) and filling out the online form

You'll need to provide your Blue Badge number and the new details you want to update, such as your name or address.

It's worth noting that the Blue Badge scheme is managed differently in Northern Ireland compared to the rest of the UK. In Northern Ireland, the Blue Badge is issued by the Department for Infrastructure, whereas in England, Scotland, and Wales, it's issued by local authorities.

As a retired individual with a moderate household income, you may be eligible for a Blue Badge if you have a disability that affects your mobility. I recommend contacting the Blue Badge Unit to discuss your eligibility and the process for changing your details.

If you need help with the process, you can also contact the Disability Living Allowance (DLA) or Personal Independence Payment (PIP) helpline on 0800 121 4600 for advice.",False
I need to find contact details for a lost pension. How do I use the online service to find this information?,"To find contact details for a lost pension, you can use the online service provided by the government. You'll need the name of the employer or pension provider to proceed. This service allows you to search for your own workplace or personal pension scheme, or someone else's if you have their permission. The online service is also available in Welsh. If you prefer, you can also request contact details from the Pension Tracing Service by phone or by post. However, they won't tell you whether you have a pension or its value.",d234b42d21,26-45,female,secondary,student,low,Scotland,above moderate,service-user,instructional,medium,UK-wide,False,False,0.9,"Working, jobs and pensions",Pension tracing,Pension tracing,https://www.gov.uk/browse/working,Open Government Licence (OGL) v3.0,webpage,2026-01-25,en,"I'd be happy to help you find your lost pension. 

To use the online service to find your pension information, you can follow these steps:

1. Go to the UK Government's website at [www.gov.uk](http://www.gov.uk).
2. Click on the 'Pensions' tab at the top of the page.
3. Select 'Lost or forgotten pensions' from the drop-down menu.
4. Click on 'Check if you have a lost pension' and follow the instructions.
5. You will need to provide some personal details, such as your National Insurance number and date of birth.
6. If you're having trouble with the online service, you can contact the Pension Tracing Service directly on 0800 731 0175 (Monday to Friday, 8am to 8pm).

If you need help with using a computer or the internet, you can visit your local library or a community centre for assistance. They often have free access to computers and the internet, and staff can help you with basic tasks.

Additionally, if you're struggling to access the online service due to your digital literacy, you can also contact the Pension Tracing Service directly to ask for their help. They will be able to guide you through the process over the phone.

Remember to have your National Insurance number and other personal details ready when you contact them.",False
"As a teacher with a child under 16, can I get help with childcare costs and how do I apply for it?","Yes, you can get help with childcare costs if your child is under 16, or under 17 and disabled. This help includes a childcare cost calculator to determine how much you could get towards approved childcare. To apply, you need to use the childcare cost calculator on the government website. You'll need to provide details about your income, your child's age, and the type of childcare you're using. The calculator will then show you the amount of support you might be eligible for. It's important to apply early to ensure you receive the support you need.",ac68a8fd06,65+,female,secondary,teacher,low,England,above moderate,service-user,informational,medium,UK-wide,False,False,0.95,Childcare and parenting,financial help,childcare,https://www.gov.uk/browse/childcare-parenting,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"Hello, I'm happy to help you with your question. As a teacher with a child under 16, you may be eligible for help with childcare costs.

In England, the government offers a scheme called Tax-Free Childcare (TFC) to help working parents with childcare costs. However, as a teacher, you might be eligible for a different scheme called the Childcare Vouchers or the Tax-Free Childcare scheme, but also the Education and Childcare Grant (ECG) for students and the childcare element of Working Tax Credit (WTC) for low-income families.

However, since you are a teacher with a household income above moderate, you might be eligible for the Tax-Free Childcare scheme. This scheme allows you to save up to £8 per week for each child, up to a maximum of £2,000 per year, or £4,000 for disabled children. The government will then top up your savings by 20p for every 80p you put in.

To apply for Tax-Free Childcare, you can visit the UK Government's website at [www.gov.uk/tax-free-childcare](http://www.gov.uk/tax-free-childcare). You will need to create an account and provide some personal and financial information.

If you need help with the application process, you can contact the Tax-Free Childcare helpline on 0300 123 4097. They will be able to guide you through the process and answer any questions you may have.

Additionally, as a teacher, you might also be eligible for other benefits, such as the Education Support Payments, which can help with childcare costs while you are on maternity leave or adopting a child.

Please note that the information provided is based on the UK government's advice and is subject to change. It's always a good idea to check the government's website for the most up-to-date information.

I hope this helps, and please let me know if you have any further questions.",False
Where can I find the nearest postcode finder tool to locate my area?,"You can use the Royal Mail's postcode finder tool to find your postcode. This tool helps you identify the correct postcode for your location, which is necessary for accessing local health protection services. Visit the Royal Mail's website and enter your address details to retrieve your postcode. Using the correct postcode ensures that you receive accurate information and support from local health protection teams.",f9f4a443cc,26-45,female,secondary,teacher,medium,Scotland,moderate,service-user,procedural,low,UK-wide,False,False,0.95,"Births, deaths, marriages and care",Health Protection,Safety and the Environment,https://www.gov.uk/browse/births-deaths-marriages,Open Government Licence (OGL) v3.0,webpage,2026-01-25,en,"Hello! As a teacher in Scotland, you're likely familiar with using online tools to find information. To locate your area using a postcode finder tool, you can try the following options:

1. **Ordnance Survey (OS) Postcode Finder**: This is a free online tool provided by the Ordnance Survey, the national mapping agency for Great Britain. You can visit their website ([www.ordnancesurvey.co.uk](http://www.ordnancesurvey.co.uk)) and use their postcode finder tool to locate your area.
2. **Royal Mail's Postcode Finder**: Royal Mail also offers a postcode finder tool on their website ([www.royalmail.com](http://www.royalmail.com)). This tool allows you to search for postcodes and find the corresponding location.
3. **Google Maps**: You can also use Google Maps to find your area. Simply type your postcode or location into the search bar, and Google Maps will show you the area on a map.

All of these options are easily accessible and user-friendly, even with medium digital literacy. As a teacher, you're likely comfortable using online tools, and these options should help you locate your area with ease.

Remember to always use reputable sources when searching for online tools, and be cautious when entering personal information online.",False
"If I have a British passport, do I still need to apply for an ETA when visiting the UK?","No, if you hold a British passport, you do not need to apply for an electronic travel authorisation (ETA) to visit the UK. This applies to both UK citizens and Irish passport holders. Additionally, individuals who have permission to live, work, or study in the UK are also exempt from needing an ETA. However, it's always advisable to confirm the latest requirements before your trip, as circumstances can change.",5ba62a6a43,26-45,male,secondary,retail,high,Scotland,moderate,service-user,instructional,low,UK-wide,False,False,0.95,Visas and immigration,travel-authorisation,visit-the-uk,https://www.gov.uk/browse/visas-immigration,Open Government Licence (OGL) v3.0,webpage,2026-01-25,en,"As a British passport holder, you do not need to apply for an Electronic Travel Authorization (ETA) when visiting the UK. This is because you are a British citizen and are entitled to free movement within the UK.

However, it's worth noting that the UK has left the European Union and the rules around travel have changed. If you're planning to visit the UK from a country that's not part of the UK or the EU, you may need to meet certain requirements, such as having a valid visa or meeting specific immigration rules.

If you're planning to visit Scotland or any other part of the UK, you can simply use your British passport to travel. You won't need to apply for an ETA or any other type of travel authorization.

It's always a good idea to check the UK Government's website for the latest travel advice and requirements before your trip. You can visit the UK Government's website at gov.uk for more information.

As a retail worker, you may be interested to know that the UK Government's website has a section dedicated to travel advice for specific professions, including retail workers. You can find more information on the UK Government's website about travel requirements and advice for retail workers.",False
I'm 68 and live in Scotland. I've been receiving Disability Living Allowance (DLA) for many years. What changes will happen to my benefit and how do I apply for the new Scottish Adult Disability Living Allowance?,"Disability Living Allowance (DLA) is being replaced by other benefits. If you live in Scotland and are aged 18 or over, you'll receive a letter informing you when you'll move to Scottish Adult Disability Living Allowance. This new benefit replaces DLA for adults in Scotland. You should check the letter for details on how to apply for the new benefit. It's important to respond to the letter promptly to ensure your payments continue without interruption.",541f3b5bb1,65+,female,secondary,teacher,high,Scotland,above moderate,service-user,procedural,medium,Scotland,False,False,0.95,Benefits,disability benefits,disability living allowance replacement,https://www.gov.uk/browse/benefits,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"As a 68-year-old woman living in Scotland, you're likely aware that the UK government is replacing Disability Living Allowance (DLA) with Personal Independence Payment (PIP) for new claimants. However, for existing DLA claimants, the transition to PIP is being phased in.

In Scotland, the Scottish Government is introducing a new benefit called the Adult Disability Payment (ADP), which will replace PIP for new claimants. The ADP will be administered by Social Security Scotland.

For you, as an existing DLA claimant, you will not need to apply for the ADP immediately. However, you will be contacted by the Department for Work and Pensions (DWP) to discuss your claim and whether you need to make a claim for PIP. If you're eligible, you'll be invited to apply for PIP.

If you're unsure about your claim or have concerns, you can contact the DWP or Social Security Scotland for guidance. They will be able to advise you on the next steps and help you understand how the changes will affect your benefit.

To apply for PIP, you can:

1. Contact the DWP on 0800 328 1344 (Monday to Friday, 8am to 6pm) to discuss your claim and get a claim form.
2. Apply online through the GOV.UK website.
3. Contact a benefits advisor or a charity that specializes in disability benefits for help with your application.

It's essential to note that the ADP is not yet available, and the DWP will continue to administer PIP in Scotland until the ADP is introduced. Social Security Scotland will provide more information on the ADP as it becomes available.

As a teacher with a high level of digital literacy, you may find it helpful to apply online for PIP. However, if you need assistance, don't hesitate to contact the DWP or a benefits advisor for support.",False
I'm a nurse in Wales and I work on a farm. Do I have the right to paid holiday and sick pay as an agricultural worker?,"Yes, as an agricultural worker in Wales, you are entitled to paid holiday and Agricultural Sick Pay. These rights are outlined in the Agricultural Wages (England and Wales) Order 2012. You should also receive minimum rates of pay, which may be higher than the National Minimum Wage. Additionally, you are entitled to rest breaks if you are 18 or over and work more than 5.5 hours a day. Your employer must provide a written statement of employment particulars outlining these terms.",a0bd0d275e,46-65,male,secondary,nurse,medium,Wales,above moderate,service-user,instructional,medium,Wales,False,False,0.95,Employing people,agricultural workers,agricultural workers' rights,https://www.gov.uk/browse/employing-people,Open Government Licence (OGL) v3.0,webpage,2026-01-24,en,"As a nurse working on a farm in Wales, you may be entitled to paid holiday and sick pay. However, the rules can be complex.

In the UK, agricultural workers are entitled to a minimum of 28 days' paid annual leave, including bank holidays, under the Working Time Regulations 1998. However, this entitlement may be affected by your employment status as a nurse.

As a nurse, you are likely to be employed under the NHS Agenda for Change (AfC) pay system, which has its own rules for holiday and sick pay. Under the AfC system, you would typically be entitled to 27 days' annual leave, plus bank holidays, and statutory sick pay.

If you work on a farm as a nurse, you may be considered an 'agricultural worker' for some purposes, but not for others. The UK government's guidance on agricultural workers' rights suggests that you may be entitled to the minimum 28 days' paid annual leave, but this would depend on your specific employment contract and the terms of your NHS employment.

It's essential to check your employment contract and speak with your employer or HR department to understand your specific entitlements to paid holiday and sick pay. You can also contact the NHS Employers organisation or the Royal College of Nursing (RCN) for guidance on your rights as a nurse working in agriculture.

In Wales, you can also contact the Citizens Advice Wales or the Wales Trade Union Congress (TUC) for advice on your employment rights.",False
I'm expecting my first child and I live in Scotland. When should I apply for the Pregnancy and Baby Payment?,"You should apply for the Pregnancy and Baby Payment as soon as possible after your baby is born. There is no specific deadline mentioned for applying, but it's advisable to apply promptly to ensure you receive the payment in time. You can apply online or by post, depending on the options available in Scotland. Make sure to check the official guidance for any additional requirements or forms needed for the application.",d12c76a312,65+,female,tertiary,nurse,low,Scotland,moderate,service-user,informational,low,UK-wide,False,False,0.95,Benefits,Maternity and parental support,Financial help if you have children,https://www.gov.uk/browse/benefits,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"Congratulations on your pregnancy. The Pregnancy and Baby Payment is a Scottish Government benefit that provides financial support to expectant mothers and new parents. 

As a nurse with a tertiary education background, you're likely familiar with the importance of planning ahead. To receive the Pregnancy and Baby Payment, you'll need to apply when you're at least 28 weeks pregnant. You can apply online or by phone, but since you mentioned you have low digital literacy, I'd recommend calling the Social Security Scotland helpline on 0800 182 2222 for assistance.

It's essential to note that you'll need to provide proof of your pregnancy and your baby's due date to support your claim. You can also apply for the payment after your baby is born, but it's usually better to apply before the birth to ensure you receive the payment as soon as possible.

As a moderate-income household, you may also be eligible for other benefits, such as the Best Start Grant or the Best Start Foods. I recommend speaking with a social worker or a benefits advisor to explore your options and get personalized advice.

Remember to keep an eye on the Social Security Scotland website for updates on the Pregnancy and Baby Payment and other benefits you may be eligible for.",False
I need to know if I have to get an Energy Performance Certificate (EPC) for my small shop that's under 50 square metres and not used for residential purposes. What are the rules around this?,"No, you don't need an EPC if your building is under 50 square metres and not used for residential purposes. The EPC exemption applies to non-residential buildings with a total floor space under 50 square metres. This means you can avoid the requirement to obtain an EPC for your small shop. However, you should check if your building falls into any other exemption categories, such as being a place of worship or an industrial site. If you're unsure, consult a commercial energy assessor for guidance.",942a3ba7b9,65+,male,secondary,teacher,medium,England,above moderate,service-user,instructional,low,UK-wide,False,False,0.95,Business and self-employed,business premises,energy performance certificates,https://www.gov.uk/browse/business,Open Government Licence (OGL) v3.0,webpage,2026-01-26,en,"Hello there, sir. I'm happy to help you with your question about Energy Performance Certificates (EPCs) for your small shop.

According to the UK government's guidance, if your shop is under 50 square metres and not used for residential purposes, it's exempt from needing an EPC. However, there are some exceptions to this rule.

If your shop is part of a larger building, or if it's a building that's being sold or let, you may still need an EPC. Additionally, if you're planning to make significant improvements to the building, you may need an EPC before you start work.

It's also worth noting that if you're a landlord or a letting agent, you may need to provide an EPC to tenants or potential tenants.

To be sure, you can check the UK government's website or contact your local authority for more information. They can provide you with the most up-to-date guidance and help you determine if an EPC is required for your shop.

As a teacher, you're likely familiar with the importance of following rules and guidelines. I hope this information helps you navigate the EPC rules for your shop.

Source: UK government guidance on Energy Performance Certificates (EPCs) for non-domestic buildings.",False
How can I apply for a disabled person's bus pass in England?,"To apply for a disabled person's bus pass in England, you should contact your local council. They will guide you through the application process and provide the necessary forms. Ensure you meet the eligibility criteria, such as being 'eligible disabled' and residing in England. You may need to provide supporting documents like proof of residence and a medical certificate. Once your application is approved, you will receive your bus pass.",22737b7031,18-25,female,secondary,teacher,medium,Scotland,moderate,service-user,procedural,low,UK-wide,False,True,0.9,Driving and transport,Public Transport,Disabled Person's Bus Pass,https://www.gov.uk/browse/driving,Open Government Licence (OGL) v3.0,webpage,2026-01-23,en,"I think there may be a small issue with your question. You mentioned you're in Scotland, but the disabled person's bus pass is actually administered by local authorities in England. If you're in Scotland, you might be eligible for a similar scheme, but I'll provide information on the English scheme.

However, if you're in Scotland, you might be eligible for a National Entitlement Card, which provides free bus travel for disabled people. I can provide information on that if you'd like.

Assuming you're in England, to apply for a disabled person's bus pass, you'll need to meet the eligibility criteria, which includes having a disability that affects your ability to walk. You can apply through your local council's website or by visiting their office in person.

Here's a step-by-step guide:

1. Check if you're eligible: You can check the eligibility criteria on your local council's website or by contacting them directly.
2. Gather required documents: You'll need to provide proof of your disability, such as a doctor's note or a letter from a healthcare professional.
3. Apply online or in person: You can apply through your local council's website or by visiting their office in person.
4. Provide supporting evidence: You may need to provide additional evidence to support your application, such as a medical report or a letter from a healthcare professional.

Please note that the application process may vary depending on your local council, so it's best to check their website or contact them directly for more information.

If you're in Scotland, I can provide information on the National Entitlement Card scheme. Would you like that?",False
Is there a way to get a parking permit without going through my local council?,"No, parking permits are typically issued by your local council. You can find information about parking permits on your council's website or by contacting them directly. Some councils may offer online applications or forms for parking permits. It's best to check your local council's website for specific details on how to apply for a parking permit.",a8f759a9fe,26-45,male,tertiary,teacher,medium,Scotland,moderate,service-user,informational,low,UK-wide,False,False,0.9,Housing and local services,local services,parking permit process,https://www.gov.uk/browse/housing-local-services,Open Government Licence (OGL) v3.0,webpage,2026-01-24,en,"I understand you're looking for an alternative way to get a parking permit without going through your local council in Scotland. 

In Scotland, you can apply for a parking permit through the Parking Scotland website, which is a national online service. However, you'll still need to provide your local council's reference number or your postcode to proceed with the application.

If you're not comfortable using the online service, you can also contact the Parking Scotland helpline on 0300 123 5100 for assistance. They can guide you through the application process over the phone.

Additionally, some private companies, such as Park and Pay, offer parking permits for residents in Scotland. These permits are usually available online and can be purchased directly from the company's website.

Please note that you may need to provide proof of residency and vehicle ownership to obtain a parking permit, regardless of the application method you choose.

As a teacher with a moderate household income, you may be eligible for discounted parking permits or other concessions. I recommend checking with your local council or the Parking Scotland website for more information on available discounts and concessions.",False
